"행정구역","2024년03월_계_총인구수","2024년03월_계_연령구간인구수","2024년03월_계_0~9세","2024년03월_계_10~19세","2024년03월_계_20~29세","2024년03월_계_30~39세","2024년03월_계_40~49세","2024년03월_계_50~59세","2024년03월_계_60~69세","2024년03월_계_70~79세","2024년03월_계_80~89세","2024년03월_계_90~99세","2024년03월_계_100세 이상","2024년03월_남_총인구수","2024년03월_남_연령구간인구수","2024년03월_남_0~9세","2024년03월_남_10~19세","2024년03월_남_20~29세","2024년03월_남_30~39세","2024년03월_남_40~49세","2024년03월_남_50~59세","2024년03월_남_60~69세","2024년03월_남_70~79세","2024년03월_남_80~89세","2024년03월_남_90~99세","2024년03월_남_100세 이상","2024년03월_여_총인구수","2024년03월_여_연령구간인구수","2024년03월_여_0~9세","2024년03월_여_10~19세","2024년03월_여_20~29세","2024년03월_여_30~39세","2024년03월_여_40~49세","2024년03월_여_50~59세","2024년03월_여_60~69세","2024년03월_여_70~79세","2024년03월_여_80~89세","2024년03월_여_90~99세","2024년03월_여_100세 이상"
"전라남도 담양군 봉산면(4671031000)","2,628","2,628","89","87","171","177","254","460","611","421","300","57","1","1,368","1,368","47","46","93","98","164","259","344","186","119","11","1","1,260","1,260","42","41","78","79","90","201","267","235","181","46","0"
"전라남도 담양군 고서면(4671032000)","2,969","2,969","72","144","204","189","232","518","758","499","304","48","1","1,491","1,491","31","64","121","106","134","279","397","247","103","8","1","1,478","1,478","41","80","83","83","98","239","361","252","201","40","0"
"전라남도 담양군 가사문학면(4671033500)","1,178","1,178","19","35","69","50","86","239","310","178","162","29","1","591","591","7","16","37","23","49","130","175","87","59","8","0","587","587","12","19","32","27","37","109","135","91","103","21","1"
"전라남도 담양군 창평면(4671034000)","3,514","3,514","87","225","238","204","309","623","839","540","392","56","1","1,798","1,798","46","108","138","113","175","362","452","251","139","14","0","1,716","1,716","41","117","100","91","134","261","387","289","253","42","1"
"전라남도 담양군 대덕면(4671035000)","1,863","1,863","41","91","146","101","140","363","489","248","218","25","1","956","956","20","54","82","54","74","204","275","117","73","3","0","907","907","21","37","64","47","66","159","214","131","145","22","1"
"전라남도 담양군 무정면(4671036000)","2,388","2,388","60","70","280","135","163","374","550","393","311","51","1","1,264","1,264","27","40","221","77","95","224","293","182","97","8","0","1,124","1,124","33","30","59","58","68","150","257","211","214","43","1"
"전라남도 담양군 금성면(4671037000)","2,441","2,441","51","83","163","122","225","409","605","389","329","59","6","1,234","1,234","21","46","93","66","138","248","312","191","102","17","0","1,207","1,207","30","37","70","56","87","161","293","198","227","42","6"
"전라남도 담양군 용면(4671038000)","1,758","1,758","46","59","108","94","161","321","420","314","205","27","3","876","876","29","26","51","50","92","178","218","154","69","8","1","882","882","17","33","57","44","69","143","202","160","136","19","2"
"전라남도 담양군 월산면(4671039000)","2,292","2,292","65","108","125","153","198","428","531","379","265","36","4","1,183","1,183","35","56","76","72","109","254","299","176","98","7","1","1,109","1,109","30","52","49","81","89","174","232","203","167","29","3"
"전라남도 담양군 수북면(4671040000)","4,745","4,745","174","324","423","297","516","918","1,023","574","426","66","4","2,430","2,430","105","185","232","163","273","501","557","285","112","17","0","2,315","2,315","69","139","191","134","243","417","466","289","314","49","4"
"전라남도 담양군 대전면(4671041000)","4,136","4,136","136","346","289","260","427","771","847","540","452","66","2","2,039","2,039","66","165","169","133","230","446","449","250","116","15","0","2,097","2,097","70","181","120","127","197","325","398","290","336","51","2"
"전라남도 곡성군 (4672000000)","26,768","26,768","771","1,624","1,951","1,520","2,564","4,615","5,778","3,929","3,350","651","15","13,283","13,283","394","882","1,080","808","1,399","2,568","3,128","1,825","1,062","137","0","13,485","13,485","377","742","871","712","1,165","2,047","2,650","2,104","2,288","514","15"
"전라남도 곡성군 곡성읍(4672025000)","7,515","7,515","346","627","618","569","945","1,271","1,365","950","679","142","3","3,644","3,644","168","324","337","285","478","675","696","431","214","36","0","3,871","3,871","178","303","281","284","467","596","669","519","465","106","3"
"전라남도 곡성군 오곡면(4672031000)","1,784","1,784","37","106","107","71","150","290","411","306","267","38","1","884","884","19","59","60","42","96","161","230","129","81","7","0","900","900","18","47","47","29","54","129","181","177","186","31","1"
"전라남도 곡성군 삼기면(4672032000)","1,627","1,627","21","64","87","65","107","268","391","291","272","59","2","798","798","9","39","51","35","62","150","221","138","82","11","0","829","829","12","25","36","30","45","118","170","153","190","48","2"
"전라남도 곡성군 석곡면(4672033000)","2,204","2,204","46","90","123","93","164","377","519","353","359","78","2","1,045","1,045","25","56","65","49","80","207","279","158","110","16","0","1,159","1,159","21","34","58","44","84","170","240","195","249","62","2"
"전라남도 곡성군 목사동면(4672034000)","1,316","1,316","12","38","59","56","82","217","345","242","231","34","0","665","665","9","23","32","32","50","132","191","124","67","5","0","651","651","3","15","27","24","32","85","154","118","164","29","0"
"전라남도 곡성군 죽곡면(4672035000)","1,866","1,866","35","61","121","85","115","317","470","333","275","53","1","925","925","21","39","68","41","60","168","255","170","94","9","0","941","941","14","22","53","44","55","149","215","163","181","44","1"
"전라남도 곡성군 고달면(4672036000)","1,121","1,121","22","37","66","58","69","177","275","192","188","37","0","576","576","14","16","38","38","49","101","161","81","72","6","0","545","545","8","21","28","20","20","76","114","111","116","31","0"
"전라남도 곡성군 옥과면(4672037000)","3,979","3,979","139","337","407","277","471","694","767","481","347","56","3","2,024","2,024","64","179","228","151","259","380","407","221","119","16","0","1,955","1,955","75","158","179","126","212","314","360","260","228","40","3"
"전라남도 곡성군 입면(4672038000)","2,291","2,291","47","134","183","104","223","459","471","310","294","65","1","1,173","1,173","24","76","105","56","132","280","262","139","83","16","0","1,118","1,118","23","58","78","48","91","179","209","171","211","49","1"
"전라남도 곡성군 겸면(4672039000)","1,604","1,604","22","77","82","80","125","288","375","252","247","54","2","785","785","12","41","39","43","78","166","208","113","75","10","0","819","819","10","36","43","37","47","122","167","139","172","44","2"
"전라남도 곡성군 오산면(4672040000)","1,461","1,461","44","53","98","62","113","257","389","219","191","35","0","764","764","29","30","57","36","55","148","218","121","65","5","0","697","697","15","23","41","26","58","109","171","98","126","30","0"
"전라남도 구례군 (4673000000)","24,196","24,196","824","1,595","1,579","1,302","2,341","4,376","5,258","3,582","2,864","466","9","11,826","11,826","406","819","901","650","1,248","2,416","2,745","1,645","896","99","1","12,370","12,370","418","776","678","652","1,093","1,960","2,513","1,937","1,968","367","8"
"전라남도 구례군 구례읍(4673025000)","10,203","10,203","499","894","860","694","1,239","1,862","1,902","1,281","830","141","1","4,950","4,950","239","453","477","345","614","974","954","586","278","30","0","5,253","5,253","260","441","383","349","625","888","948","695","552","111","1"
"전라남도 구례군 문척면(4673031000)","1,294","1,294","36","69","68","55","101","255","327","185","175","21","2","669","669","21","39","44","25","63","139","191","80","63","4","0","625","625","15","30","24","30","38","116","136","105","112","17","2"
"전라남도 구례군 간전면(4673032000)","1,428","1,428","30","61","79","56","111","259","332","246","220","33","1","711","711","15","25","39","32","68","157","173","115","79","8","0","717","717","15","36","40","24","43","102","159","131","141","25","1"
"전라남도 구례군 토지면(4673033000)","2,456","2,456","45","114","113","101","177","474","685","360","322","63","2","1,221","1,221","26","64","65","48","102","264","366","171","92","22","1","1,235","1,235","19","50","48","53","75","210","319","189","230","41","1"
"전라남도 구례군 마산면(4673034000)","2,451","2,451","56","168","154","110","240","432","553","380","300","57","1","1,198","1,198","29","91","90","51","136","249","286","167","89","10","0","1,253","1,253","27","77","64","59","104","183","267","213","211","47","1"
"전라남도 구례군 광의면(4673035000)","2,151","2,151","53","88","92","100","139","335","495","406","388","54","1","1,033","1,033","31","42","58","50","86","194","261","191","111","9","0","1,118","1,118","22","46","34","50","53","141","234","215","277","45","1"
"전라남도 구례군 용방면(4673036000)","1,347","1,347","32","52","71","67","128","215","285","238","224","34","1","651","651","15","30","41","35","71","123","153","107","72","4","0","696","696","17","22","30","32","57","92","132","131","152","30","1"
"전라남도 구례군 산동면(4673037000)","2,866","2,866","73","149","142","119","206","544","679","486","405","63","0","1,393","1,393","30","75","87","64","108","316","361","228","112","12","0","1,473","1,473","43","74","55","55","98","228","318","258","293","51","0"
"전라남도 고흥군 (4677000000)","60,871","60,871","2,007","3,357","3,403","3,074","5,373","9,548","13,494","10,949","8,032","1,578","56","29,808","29,808","984","1,776","1,987","1,653","3,018","5,506","6,979","4,952","2,613","332","8","31,063","31,063","1,023","1,581","1,416","1,421","2,355","4,042","6,515","5,997","5,419","1,246","48"
"전라남도 고흥군 고흥읍(4677025000)","12,362","12,362","850","1,362","1,173","1,087","1,689","2,067","1,974","1,273","728","147","12","6,019","6,019","405","710","657","522","807","1,109","954","587","237","29","2","6,343","6,343","445","652","516","565","882","958","1,020","686","491","118","10"
"전라남도 고흥군 도양읍(4677025300)","9,386","9,386","406","632","662","594","1,009","1,635","1,988","1,514","802","139","5","4,595","4,595","190","328","393","288","514","913","998","647","298","26","0","4,791","4,791","216","304","269","306","495","722","990","867","504","113","5"
"전라남도 고흥군 도양읍소록출장소(4677025400)","537","537","19","30","10","27","39","33","61","139","139","39","1","271","271","13","15","2","12","17","21","31","76","67","17","0","266","266","6","15","8","15","22","12","30","63","72","22","1"
"전라남도 고흥군 도양읍시산출장소(4677025500)","193","193","0","10","8","8","22","41","36","30","33","5","0","99","99","0","4","7","6","17","25","22","11","7","0","0","94","94","0","6","1","2","5","16","14","19","26","5","0"
"전라남도 고흥군 풍양면(4677031000)","2,933","2,933","44","71","93","98","221","409","704","666","512","111","4","1,473","1,473","24","39","61","65","149","268","369","305","170","23","0","1,460","1,460","20","32","32","33","72","141","335","361","342","88","4"
"전라남도 고흥군 도덕면(4677032000)","2,760","2,760","48","92","130","93","176","421","671","549","462","116","2","1,378","1,378","26","43","69","64","110","256","388","257","136","28","1","1,382","1,382","22","49","61","29","66","165","283","292","326","88","1"
"전라남도 고흥군 금산면(4677033000)","4,093","4,093","83","147","179","130","281","624","981","906","649","111","2","2,013","2,013","41","81","108","77","174","372","507","388","235","29","1","2,080","2,080","42","66","71","53","107","252","474","518","414","82","1"
"전라남도 고흥군 도화면(4677034000)","3,668","3,668","77","123","163","132","240","583","878","763","593","109","7","1,803","1,803","35","61","87","89","156","332","449","360","218","16","0","1,865","1,865","42","62","76","43","84","251","429","403","375","93","7"
"전라남도 고흥군 포두면(4677035000)","4,653","4,653","76","188","199","168","327","746","1,088","957","750","151","3","2,248","2,248","36","100","118","102","200","425","564","406","261","35","1","2,405","2,405","40","88","81","66","127","321","524","551","489","116","2"
"전라남도 고흥군 봉래면(4677036000)","1,834","1,834","48","66","75","56","150","257","459","373","302","43","5","909","909","24","33","45","31","98","165","237","173","93","9","1","925","925","24","33","30","25","52","92","222","200","209","34","4"
"전라남도 고흥군 점암면(4677037000)","2,570","2,570","30","81","89","84","159","381","671","541","425","107","2","1,248","1,248","15","45","53","49","108","226","361","254","119","18","0","1,322","1,322","15","36","36","35","51","155","310","287","306","89","2"
"전라남도 고흥군 과역면(4677038000)","3,108","3,108","55","107","145","104","212","494","778","595","520","96","2","1,492","1,492","28","60","84","58","132","282","404","272","153","19","0","1,616","1,616","27","47","61","46","80","212","374","323","367","77","2"
"전라남도 고흥군 남양면(4677039000)","2,186","2,186","38","104","68","84","138","316","608","448","305","74","3","1,043","1,043","27","54","40","42","73","196","322","187","91","11","0","1,143","1,143","11","50","28","42","65","120","286","261","214","63","3"
"전라남도 고흥군 동강면(4677040000)","2,961","2,961","80","102","162","140","221","436","732","572","425","87","4","1,482","1,482","44","58","110","82","139","249","379","274","125","21","1","1,479","1,479","36","44","52","58","82","187","353","298","300","66","3"
"전라남도 고흥군 대서면(4677041000)","2,127","2,127","50","58","77","80","127","302","559","419","394","60","1","1,044","1,044","24","35","51","47","92","178","298","201","106","12","0","1,083","1,083","26","23","26","33","35","124","261","218","288","48","1"
